Intake.Type,Intake.Subtype,Animal.Type,Sex,Intake.Condition,Breed,Coat.Color.Pattern,Week.Number,Age
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,38.71,2.186
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,TAN,38.71,2.186
STRAY,OTC,DOG,M,NORMAL,LABRADOR RETR,YELLOW,38.71,2.2
OWNER SUR,OTC,DOG,S,NORMAL,STAFFORDSHIRE,WHITE,38.71,2.91
STRAY,FIELD,DOG,S,INJURED,AUST CATTLE DOG,WHITE,38.71,2.855
STRAY,FIELD,DOG,S,NORMAL,KEESHOND,BROWN,38.71,2.855
STRAY,OTC,DOG,M,NORMAL,PIT BULL,BLUE,38.71,13.969
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,38.71,13.186
STRAY,OTC,DOG,S,NORMAL,STAFFORDSHIRE,BLUE,38.71,13.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,38.71,13.186
OWNER SUR,OTC,DOG,S,NORMAL,CATAHOULA,TRICOLOR,38.71,19.116
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,38.71,19.116
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TAN,38.71,18.186
STRAY,FIELD,DOG,N,NORMAL,STAFFORDSHIRE,BROWN,38.71,20.141
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,38.71,19.189
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,CHOCOLATE,38.71,19.189
STRAY,OTC,CAT,S,NORMAL,SIAMESE,TORTIE PT,38.71,19.189
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,38.71,19.189
OWNER SUR,OTC,DOG,F,NORMAL,BLACK MOUTH CUR,BROWN,38.71,19.189
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,38.71,20.189
EUTH REQ,NO SUBTYPE,CAT,F,SICK,DOMESTIC MH,WHITE,38.71,22.189
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,PIT BULL,BL BRINDLE,38.71,22.249
OWNER SUR,OTC,DOG,N,NORMAL,JACK RUSS TERR,BROWN,38.71,24.194
OWNER SUR,OTC,DOG,N,NORMAL,JACK RUSS TERR,TRICOLOR,38.71,23.219
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLACK,38.86,1.605
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,38.86,1.671
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,TRICOLOR,38.86,2.969
STRAY,FIELD,DOG,S,NORMAL,GERM SH POINT,WHITE,38.86,3.082
PUBLIC AST,NO SUBTYPE,DOG,N,NORMAL,SCHNAUZER STAND,BROWN,38.86,2.355
STRAY,FIELD,DOG,M,NORMAL,STAFFORDSHIRE,BR BRINDLE,38.86,2.355
STRAY,FIELD,DOG,N,NORMAL,ENG SPRNGR SPAN,LIVER,38.86,2.355
STRAY,FIELD,DOG,S,NORMAL,SHIH TZU,WHITE,38.86,2.186
OWNER SUR,OTC,DOG,S,NORMAL,RAT TERRIER,BLACK,38.86,2.186
STRAY,OTC,DOG,N,NORMAL,PIT BULL,RED,38.86,2.186
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,TAN,38.86,2.277
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLACK,38.86,2.894
STRAY,OTC,DOG,S,NORMAL,BEAGLE,BROWN,38.86,13.969
STRAY,OTC,DOG,N,INJURED,RAT TERRIER,TRICOLOR,38.86,13.186
STRAY,FIELD,DOG,N,NORMAL,ENG COONHOUND,BLACK,38.86,13.186
STRAY,OTC,DOG,N,NORMAL,AMER BULLDOG,WHITE,38.86,13.186
STRAY,FIELD,DOG,N,NORMAL,BEAGLE,WHITE,38.86,18.186
OWNER SUR,RETURN,DOG,S,NORMAL,AUST CATTLE DOG,RED TICK,38.86,18.291
STRAY,FIELD,DOG,N,NORMAL,BOXER,BROWN,38.86,20.235
STRAY,FIELD,DOG,N,NORMAL,WELSH CORGI PEM,GOLD,38.86,20.265
STRAY,OTC,DOG,M,NORMAL,MIN PINSCHER,BLACK,38.86,19.189
STRAY,OTC,DOG,N,NORMAL,BOXER,BLACK,38.86,19.189
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,RED,38.86,20.189
STRAY,OTC,CAT,S,NORMAL,MAINE COON,BRN TABBY,38.86,20.189
OWNER SUR,RETURN,DOG,N,NORMAL,LABRADOR RETR,BLACK,38.86,20.316
STRAY,OTC,DOG,N,NORMAL,BASSET HOUND,BROWN,38.86,20.872
STRAY,EMERG CLC,DOG,S,INJURED,LABRADOR RETR,BUFF,38.86,24.194
STRAY,OTC,DOG,S,NORMAL,GOLDEN RETR,RED,38.86,23.436
STRAY,OTC,DOG,S,NORMAL,GOLDEN RETR,RED,38.86,23.436
STRAY,FIELD,DOG,N,NORMAL,RAT TERRIER,TRICOLOR,38.86,23.219
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,BLACK,38.86,23.219
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BLACK,38.86,23.219
STRAY,OTC,DOG,N,NORMAL,BELG MALINOIS,SABLE,38.86,6.249
OWNER SUR,OTC,DOG,N,NORMAL,WEIMARANER,BLUE,38.86,6.249
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,38.86,6.961
STRAY,FIELD,DOG,N,AGED,LABRADOR RETR,BLACK,38.86,8.719
OWNER SUR,OTC,DOG,S,NORMAL,BOXER,BLACK,39,1.332
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,39,1.275
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39,1.622
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39,1.622
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,39,1.644
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39,1.644
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39,1.644
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,39,1.644
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,39,1.603
OWNER SUR,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,39,1.603
OWNER SUR,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,39,1.603
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,39,1.603
OWNER SUR,OTC,DOG,S,NORMAL,MANCHESTER TERR,BLACK,39,1.603
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,39,1.689
STRAY,FIELD,DOG,N,NORMAL,BASSET HOUND,BUFF,39,1.689
OWNER SUR,OTC,DOG,S,NORMAL,POINTER,TRICOLOR,39,1.772
PUBLIC AST,QUARANTINE,CAT,M,NORMAL,DOMESTIC SH,BLACK,39,1.772
STRAY,FIELD,DOG,N,NORMAL,AUST CATTLE DOG,BROWN,39,1.958
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BROWN,39,2.939
OWNER SUR,OTC,DOG,N,NORMAL,BORDER COLLIE,TRICOLOR,39,3.052
OWNER SUR,OTC,CAT,N,NORMAL,MAINE COON,BRN TABBY,39,3.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC MH,BRN TABBY,39,3.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC MH,BRN TABBY,39,3.186
OWNER SUR,OTC,CAT,S,NORMAL,BALINESE,CHOC PT,39,3.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC MH,BLACK,39,3.186
STRAY,FIELD,DOG,M,NORMAL,AM PIT BULL TER,BLUE,39,2.186
STRAY,OTC,DOG,S,NORMAL,MIN PINSCHER,BLACK,39,2.186
STRAY,OTC,DOG,N,NORMAL,MIN PINSCHER,BLACK,39,2.186
STRAY,FIELD,DOG,N,NORMAL,CATAHOULA,BROWN,39,2.186
STRAY,OTC,DOG,S,NORMAL,DACHSHUND,TRICOLOR,39,2.186
STRAY,OTC,DOG,M,NORMAL,PIT BULL,BR BRINDLE,39,2.186
OWNER SUR,FIELD,DOG,N,NORMAL,POODLE MIN,BLACK,39,2.219
OWNER SUR,FIELD,DOG,N,NORMAL,MALTESE,WHITE,39,2.219
OWNER SUR,RETURN,DOG,N,NORMAL,NORFOLK TERRIER,BLACK,39,2.291
OWNER SUR,RETURN,DOG,N,NORMAL,NORFOLK TERRIER,BLACK,39,2.291
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39,2.991
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,39,13.939
STRAY,OTC,DOG,S,NORMAL,KUVASZ,WHITE,39,14.082
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,BLUE,39,13.853
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39,13.939
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,TORTIE,39,19.186
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,CREAM,39,18.186
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,CREAM,39,18.186
STRAY,OTC,DOG,S,NORMAL,MIN PINSCHER,RED,39,18.186
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,TAN,39,18.888
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,PIT BULL,BLUE,39,20.068
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,WHITE,39,19.189
STRAY,FIELD,CAT,N,NORMAL,DOMESTIC SH,BLACK,39,19.961
STRAY,FIELD,DOG,N,OTHER,AMER BULLDOG,WHITE,39,21.149
OWNER SUR,OTC,CAT,F,NORMAL,DOMESTIC SH,BLUE,39,20.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39,20.772
STRAY,OTC,DOG,S,NORMAL,PUG,FAWN,39,21.189
STRAY,FIELD,DOG,S,NORMAL,WELSH CORGI PEM,RED,39,21.189
STRAY,OTC,DOG,N,NORMAL,NORWICH TERRIER,WHITE,39,22.189
STRAY,OTC,DOG,N,NORMAL,WELSH CORGI PEM,BROWN,39,23.219
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,YELLOW,39,24.219
STRAY,OTC,CAT,N,SICK,DOMESTIC SH,BRN TABBY,39,5.249
OWNER SUR,OTC,DOG,M,NURSING,LABRADOR RETR,SABLE,39.14,1.189
OWNER SUR,OTC,DOG,M,NURSING,LABRADOR RETR,SABLE,39.14,1.189
OWNER SUR,OTC,DOG,F,NURSING,LABRADOR RETR,SABLE,39.14,1.189
OWNER SUR,OTC,DOG,M,NURSING,LABRADOR RETR,BLACK,39.14,1.189
OWNER SUR,OTC,DOG,F,NURSING,LABRADOR RETR,WHITE,39.14,1.189
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BRN TABBY,39.14,1.31
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BRN TABBY,39.14,1.31
STRAY,OTC,CAT,S,NURSING,DOMESTIC SH,BRN TABBY,39.14,1.31
STRAY,OTC,DOG,F,SICK,CHIHUAHUA SH,FAWN,39.14,1.603
STRAY,OTC,DOG,N,NORMAL,BLACK/TAN HOUND,BLACK,39.14,1.676
STRAY,OTC,DOG,N,NORMAL,BLACK/TAN HOUND,BLACK,39.14,1.676
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BLACK,39.14,1.705
PUBLIC AST,QUARANTINE,DOG,N,SICK,CHIHUAHUA SH,BLACK,39.14,1.689
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,39.14,1.772
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,39.14,1.772
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.14,1.772
STRAY,FIELD,CAT,U,SICK,DOMESTIC MH,BLACK,39.14,1.772
STRAY,OTC,DOG,S,NORMAL,AUST SHEPHERD,TRICOLOR,39.14,1.861
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLACK,39.14,1.952
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.14,2.939
STRAY,FIELD,DOG,M,NORMAL,MASTIFF,BR BRINDLE,39.14,3.186
STRAY,FIELD,DOG,S,NORMAL,SCHNAUZER MIN,GRAY,39.14,2.186
STRAY,FIELD,DOG,S,NORMAL,POINTER,RED MERLE,39.14,13.939
STRAY,FIELD,DOG,M,NORMAL,GERM SHEPHERD,TAN,39.14,13.939
OWNER SUR,QUARANTINE,DOG,N,NORMAL,AUST CATTLE DOG,RED,39.14,13.939
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,TAN,39.14,13.939
STRAY,OTC,DOG,N,NORMAL,PIT BULL,RED,39.14,14.252
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.14,13.186
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BLUE,39.14,13.186
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BR BRINDLE,39.14,13.855
STRAY,OTC,DOG,N,NORMAL,RAT TERRIER,TRICOLOR,39.14,13.939
STRAY,FIELD,DOG,S,NORMAL,CHOW CHOW,BROWN,39.14,19.224
OWNER SUR,OTC,CAT,S,INJURED,RAGDOLL,TORTIE PT,39.14,18.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.14,18.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.14,18.324
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLACK,39.14,19.189
OWNER SUR,OTC,DOG,N,NORMAL,BELG MALINOIS,BROWN,39.14,19.977
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39.14,20.189
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,CHOCOLATE,39.14,21.355
STRAY,FIELD,DOG,N,NORMAL,BORDER COLLIE,BROWN,39.14,21.189
STRAY,OTC,DOG,N,NORMAL,MASTIFF,FAWN,39.14,21.189
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,RED,39.14,22.189
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,RED,39.14,22.189
STRAY,OTC,DOG,S,NORMAL,BASSET HOUND,BR BRINDLE,39.14,23.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,BLACK,39.14,4.952
STRAY,OTC,DOG,S,NORMAL,YORKSHIRE TERR,BLACK,39.14,6.246
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,39.14,5.896
STRAY,OTC,DOG,S,AGED,AUST SHEPHERD,BLUE MERLE,39.14,7.189
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.29,1.288
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,CRM TABBY,39.29,1.288
STRAY,EMERG CLC,DOG,S,NORMAL,CHIHUAHUA SH,BLACK,39.29,1.603
STRAY,EMERG CLC,DOG,S,NORMAL,POODLE TOY,GRAY,39.29,1.603
STRAY,EMERG CLC,DOG,N,NORMAL,CHIHUAHUA SH,WHITE,39.29,1.603
STRAY,EMERG CLC,DOG,F,NORMAL,CHIHUAHUA SH,BLACK,39.29,1.603
STRAY,EMERG CLC,DOG,S,NORMAL,CHIHUAHUA SH,BLACK,39.29,1.603
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,BLACK,39.29,1.727
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,BLACK,39.29,1.727
STRAY,OTC,DOG,F,NORMAL,ROTTWEILER,BLACK,39.29,1.741
PUBLIC AST,QUARANTINE,CAT,S,NORMAL,DOMESTIC SH,BLUE,39.29,2.939
OWNER SUR,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,39.29,3.093
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,39.29,2.355
STRAY,FIELD,DOG,N,NORMAL,BLACK MOUTH CUR,BROWN,39.29,2.355
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BRN TABBY,39.29,2.355
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,WHITE,39.29,2.186
PUBLIC AST,QUARANTINE,CAT,F,NORMAL,DOMESTIC SH,TORBIE,39.29,2.186
OWNER SUR,OTC,DOG,S,NORMAL,BOXER,WHITE,39.29,2.186
STRAY,OTC,DOG,F,NORMAL,AUST CATTLE DOG,BLACK,39.29,2.186
STRAY,FIELD,DOG,S,NORMAL,LHASA APSO,WHITE,39.29,2.186
STRAY,OTC,DOG,M,NORMAL,PIT BULL,BR BRINDLE,39.29,2.686
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA LH,WHITE,39.29,13.939
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BROWN,39.29,13.939
STRAY,OTC,DOG,S,NORMAL,SHIH TZU,BLACK,39.29,13.939
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,39.29,13.939
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,WHITE,39.29,13.186
STRAY,EMERG CLC,DOG,S,INJURED,BORDER COLLIE,BLACK,39.29,19.249
STRAY,OTC,DOG,N,NORMAL,WOLF HYBRID,WHITE,39.29,18.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.29,18.186
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,WHITE,39.29,18.186
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,GERM SHEPHERD,BLACK,39.29,20.213
PUBLIC AST,OIJ,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.29,21.022
PUBLIC AST,OIJ,CAT,N,NORMAL,MAINE COON,BRN TABBY,39.29,20.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,39.29,20.189
OWNER SUR,OTC,DOG,S,NORMAL,GERM SH POINT,BLACK,39.29,20.189
STRAY,OTC,DOG,S,NORMAL,POODLE MIN,WHITE,39.29,21.189
PUBLIC AST,OIJ,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.29,22.189
STRAY,OTC,DOG,S,NORMAL,GOLDEN RETR,GOLD,39.29,22.26
EUTH REQ,NO SUBTYPE,DOG,N,SICK,BOSTON TERRIER,BLACK,39.29,22.863
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.29,24.232
STRAY,OTC,CAT,S,NORMAL,BRITISH SH,ORG TABBY,39.29,23.219
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,WHITE,39.29,23.219
STRAY,EMERG CLC,CAT,S,SICK,DOMESTIC LH,BLACK,39.29,6.235
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,39.43,1.622
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,39.43,1.622
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.43,1.644
STRAY,OTC,DOG,S,NORMAL,PLOTT HOUND,BL BRINDLE,39.43,1.705
OWNER SUR,OTC,DOG,S,NORMAL,SIBERIAN HUSKY,BLACK,39.43,1.791
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.43,1.791
STRAY,FIELD,DOG,S,NORMAL,DALMATIAN,WHITE,39.43,1.855
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.43,1.855
STRAY,FIELD,DOG,S,NORMAL,BLACK/TAN HOUND,BLACK,39.43,1.855
STRAY,OTC,DOG,N,NORMAL,BOXER,BLACK,39.43,1.958
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.43,2.939
STRAY,OTC,DOG,M,NORMAL,PIT BULL,BROWN,39.43,3.052
STRAY,OTC,DOG,N,NORMAL,VIZSLA,RED,39.43,3.186
STRAY,OTC,DOG,S,NORMAL,YORKSHIRE TERR,BLACK,39.43,3.186
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,BROWN,39.43,2.186
STRAY,EMERG CLC,DOG,M,INJURED,FINNISH SPITZ,WHITE,39.43,2.186
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.43,13.939
STRAY,OTC,DOG,N,NORMAL,GREAT PYRENEES,WHITE,39.43,13.939
STRAY,EMERG CLC,DOG,N,INJURED,RAT TERRIER,WHITE,39.43,13.939
STRAY,OTC,CAT,N,NORMAL,SIAMESE,FLAME PT,39.43,13.186
STRAY,FIELD,DOG,S,NORMAL,RAT TERRIER,WHITE,39.43,13.186
OWNER SUR,OTC,DOG,N,NORMAL,BASSET HOUND,TRICOLOR,39.43,13.186
OWNER SUR,OTC,DOG,S,NORMAL,BASSET HOUND,TRICOLOR,39.43,13.186
STRAY,FIELD,DOG,N,INJURED,PUG,TAN,39.43,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,WHITE,39.43,13.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC LH,BLUE,39.43,13.891
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE TABBY,39.43,19.241
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.43,18.186
STRAY,FIELD,DOG,S,NORMAL,JACK RUSS TERR,WHITE,39.43,18.186
STRAY,OTC,DOG,M,NORMAL,BULLDOG,BLUE,39.43,18.186
STRAY,FIELD,DOG,S,NORMAL,RAT TERRIER,WHITE,39.43,18.805
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,39.43,20.243
OWNER SUR,QUARANTINE,DOG,N,NORMAL,LHASA APSO,BLACK,39.43,19.189
OWNER SUR,QUARANTINE,DOG,N,NORMAL,LHASA APSO,CHOCOLATE,39.43,19.189
OWNER SUR,FIELD,DOG,S,NORMAL,LHASA APSO,BLACK,39.43,19.189
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,PIT BULL,BR BRINDLE,39.43,19.189
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.43,19.189
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BLACK,39.43,19.189
OWNER SUR,OTC,DOG,S,NORMAL,BASSET HOUND,TRICOLOR,39.43,19.885
STRAY,FIELD,CAT,M,INJURED,DOMESTIC SH,ORG TABBY,39.43,22.189
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,WHITE,39.43,22.189
STRAY,FIELD,CAT,S,SICK,DOMESTIC SH,BRN TABBY,39.43,3.219
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,ORG TABBY,39.57,1.343
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.57,1.343
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.57,1.343
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.57,1.343
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,39.57,1.622
OWNER SUR,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,39.57,1.622
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BRN TABBY,39.57,1.638
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,WHITE,39.57,1.791
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,39.57,1.772
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,39.57,1.772
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,39.57,1.849
STRAY,OTC,DOG,N,NORMAL,PLOTT HOUND,BR BRINDLE,39.57,1.855
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BROWN,39.57,1.855
STRAY,OTC,DOG,N,NORMAL,PIT BULL,BLUE,39.57,2.939
PUBLIC AST,SURGERY,CAT,S,NORMAL,DOMESTIC SH,TORTIE,39.57,3.047
OWNER SUR,OTC,DOG,S,NORMAL,YORKSHIRE TERR,BLACK,39.57,2.186
STRAY,FIELD,CAT,M,INJURED,DOMESTIC SH,BLACK,39.57,2.186
STRAY,OTC,DOG,N,NORMAL,PUG,TAN,39.57,2.186
STRAY,FIELD,DOG,N,NORMAL,GREYHOUND,WHITE,39.57,2.907
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,TAN,39.57,13.939
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,BROWN,39.57,13.939
STRAY,OTC,DOG,N,NORMAL,CATAHOULA,TRICOLOR,39.57,13.939
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA LH,TAN,39.57,13.186
STRAY,FIELD,DOG,N,INJURED,AUST CATTLE DOG,RED MERLE,39.57,13.186
STRAY,FIELD,DOG,N,NORMAL,STAFFORDSHIRE,BROWN,39.57,19.194
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BLACK,39.57,18.186
PUBLIC AST,QUARANTINE,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.57,19.969
STRAY,OTC,DOG,N,NORMAL,CAIRN TERRIER,TAN,39.57,19.374
STRAY,FIELD,DOG,N,INJURED,POINTER,WHITE,39.57,19.361
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,WHITE,39.57,22.216
STRAY,OTC,DOG,M,NORMAL,DACHSHUND,RED,39.57,21.189
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,CHOCOLATE,39.57,22.402
STRAY,OTC,DOG,S,INJURED,AUST SHEPHERD,BLUE MERLE,39.57,23.238
PUBLIC AST,EMERGENCY,DOG,N,NORMAL,LABRADOR RETR,BLACK,39.57,22.189
STRAY,OTC,DOG,N,NORMAL,SHIH TZU,WHITE,39.57,24.219
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BLACK,39.57,24.219
STRAY,OTC,CAT,U,NORMAL,DOMESTIC SH,BRN TABBY,39.71,1.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,39.71,1.644
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC SH,BRN TABBY,39.71,1.644
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.71,1.644
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.71,1.644
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,CRM TABBY,39.71,1.644
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,CRM TABBY,39.71,1.644
STRAY,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,39.71,1.603
OWNER SUR,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLUE TICK,39.71,1.705
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE MERLE,39.71,1.705
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE MERLE,39.71,1.705
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,39.71,1.752
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,39.71,1.824
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,39.71,1.846
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLACK,39.71,1.958
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,TORBIE,39.71,2.939
